#,"McGlathery, K.J. 2000. Fish Counts and Lengths in South Bay and Hog Island"
#,"Bay, Virginia 2012-2015. Virginia Coast Reserve Long-Term Ecological Research"
#,"Project Data Publication knb-lter-vcr.236.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.236)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: David Boyd
#,(dmb4dd@virginia.edu) Karen McGlathery (kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"sampleDate","site","sampleTime","dissolvedOxygen","Temperature","salinity","conductivity","speciesName","Length","Count","siteComment","observers","dateId","obsId","lengthId","specObsId","modDate"
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pipefish",61,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,671,114,2014-07-21 11:40:13
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",68,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,673,116,2014-07-21 11:40:40
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",64,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,674,116,2014-07-21 11:40:47
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",57,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,675,116,2014-07-21 11:40:49
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",69,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,676,116,2014-07-21 11:40:53
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",76,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,677,116,2014-07-21 11:40:57
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",56,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,678,116,2014-07-21 11:41:02
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",50,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,679,116,2014-07-21 11:41:06
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",57,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,666,113,2014-07-21 11:39:46
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",56,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,681,116,2014-07-21 11:41:12
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",55,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,667,113,2014-07-21 11:39:50
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pipefish",122,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,670,114,2014-07-21 11:40:10
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pipefish",178,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,669,114,2014-07-21 11:40:06
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pipefish",55,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,668,114,2014-07-21 11:40:03
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",117,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,662,113,2014-07-21 11:39:31
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",76,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,661,113,2014-07-21 11:39:27
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",80,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,660,113,2014-07-21 11:39:20
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Silver Perch",20,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,672,115,2014-07-21 11:40:25
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",55,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,664,113,2014-07-21 11:39:39
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Spot",48,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,680,116,2014-07-21 11:41:08
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",53,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,665,113,2014-07-21 11:39:43
2012-06-18,"SB_128","13:08",0,23.2,32,48.94,"Pinfish",88,1,"","Victoria, Andrew, DB, CB, BR, AS",16,53,663,113,2014-07-21 11:39:35
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Silver Perch",21,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,694,121,2014-07-21 11:44:06
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",65,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,686,119,2014-07-21 11:43:14
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",86,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,685,119,2014-07-21 11:43:10
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Black Sea Bass",115,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,682,117,2014-07-21 11:42:28
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",65,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,697,122,2014-07-21 11:44:39
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",53,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,698,122,2014-07-21 11:44:48
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pipefish",67,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,693,120,2014-07-21 11:43:52
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pipefish",182,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,692,120,2014-07-21 11:43:45
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pipefish",168,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,691,120,2014-07-21 11:43:41
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",71,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,690,119,2014-07-21 11:43:27
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",62,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,689,119,2014-07-21 11:43:23
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",45,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,699,122,2014-07-21 11:44:51
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",95,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,684,119,2014-07-21 11:43:02
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",60,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,704,122,2014-07-21 11:45:11
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",56,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,711,122,2014-07-21 11:45:37
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",57,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,710,122,2014-07-21 11:45:33
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",59,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,709,122,2014-07-21 11:45:30
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",53,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,708,122,2014-07-21 11:45:25
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",48,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,707,122,2014-07-21 11:45:21
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",63,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,700,122,2014-07-21 11:44:55
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",67,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,705,122,2014-07-21 11:45:14
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",68,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,688,119,2014-07-21 11:43:20
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",60,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,703,122,2014-07-21 11:45:06
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",77,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,702,122,2014-07-21 11:45:02
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",74,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,701,122,2014-07-21 11:44:59
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Pinfish",49,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,687,119,2014-07-21 11:43:16
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Silver Perch",20,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,695,121,2014-07-21 11:44:09
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Northern Sennet",75,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,683,118,2014-07-21 11:42:44
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",57,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,706,122,2014-07-21 11:45:17
2012-06-18,"SB_148","13:08",0,23.3,32,48.95,"Spot",45,1,"","Victoria, Andrew, DB, CB, BR, AS",16,54,696,122,2014-07-21 11:44:20
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",50,NA,"","Andrew, Victoria, DB, BR, CB, AS",15,50,599,104,2014-07-21 11:24:32
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",182,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,598,104,2014-07-21 11:24:25
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",167,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,596,104,2014-07-21 11:24:16
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",176,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,595,104,2014-07-21 11:24:10
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",167,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,594,104,2014-07-21 11:24:05
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",111,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,593,104,2014-07-21 11:23:59
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",174,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,592,104,2014-07-21 11:23:46
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",72,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,620,105,2014-07-21 11:26:39
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",67,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,619,105,2014-07-21 11:26:35
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",55,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,618,105,2014-07-21 11:26:31
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",66,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,622,105,2014-07-21 11:26:55
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",56,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,616,105,2014-07-21 11:26:24
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",84,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,621,105,2014-07-21 11:26:42
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",58,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,615,105,2014-07-21 11:26:20
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",75,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,614,105,2014-07-21 11:26:13
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",55,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,613,105,2014-07-21 11:26:02
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",59,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,612,105,2014-07-21 11:25:56
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",55,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,611,105,2014-07-21 11:25:50
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",53,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,610,105,2014-07-21 11:25:48
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",50,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,609,105,2014-07-21 11:25:43
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",54,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,608,105,2014-07-21 11:25:39
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",77,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,607,105,2014-07-21 11:25:35
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",69,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,606,105,2014-07-21 11:25:33
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",66,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,617,105,2014-07-21 11:26:28
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",76,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,588,103,2014-07-21 11:23:19
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",91,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,591,103,2014-07-21 11:23:31
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",60,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,590,103,2014-07-21 11:23:24
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",62,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,604,105,2014-07-21 11:25:22
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",67,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,603,105,2014-07-21 11:25:19
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",49,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,602,105,2014-07-21 11:25:15
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",68,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,601,105,2014-07-21 11:25:10
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",64,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,600,105,2014-07-21 11:25:06
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Bay Anchovy",85,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,623,106,2014-07-21 11:27:11
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",54,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,589,103,2014-07-21 11:23:22
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pipefish",156,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,597,104,2014-07-21 11:24:20
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Spot",71,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,605,105,2014-07-21 11:25:26
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",83,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,587,103,2014-07-21 11:23:15
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",49,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,586,103,2014-07-21 11:23:11
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Black Sea Bass",112,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,580,101,2014-07-21 11:22:13
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Oyster Toad",112,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,581,102,2014-07-21 11:22:32
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",54,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,585,103,2014-07-21 11:23:08
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",63,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,584,103,2014-07-21 11:23:01
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",82,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,583,103,2014-07-21 11:22:59
2012-06-18,"SB_91","13:08",0,23.1,32,48.96,"Pinfish",71,1,"","Andrew, Victoria, DB, BR, CB, AS",15,50,582,103,2014-07-21 11:22:52
2012-06-18,"SB_Bare_1","12:08",0,0,0,0,"Pinfish",71,1,"DO, Temp, etc not taken this site","Andrew, Victoria, DB, BR, CB, AS",15,46,576,98,2014-07-21 09:54:59
2012-06-18,"SB_Bare_1","12:08",0,0,0,0,"Pinfish",74,1,"DO, Temp, etc not taken this site","Andrew, Victoria, DB, BR, CB, AS",15,46,574,98,2014-07-21 09:54:41
2012-06-18,"SB_Bare_1","12:08",0,0,0,0,"Spot",75,1,"DO, Temp, etc not taken this site","Andrew, Victoria, DB, BR, CB, AS",15,46,577,99,2014-07-21 09:55:15
2012-06-18,"SB_Bare_1","12:08",0,0,0,0,"Pinfish",76,1,"DO, Temp, etc not taken this site","Andrew, Victoria, DB, BR, CB, AS",15,46,575,98,2014-07-21 09:54:55
2012-06-18,"SB_Bare_7","12:08",NA,22.9,32,49,"Pipefish",57,1,"","Andrew, Victoria, DB, BR, CB, AS",15,48,579,100,2014-07-21 10:01:32
2012-06-18,"SB_Bare_7","12:08",NA,22.9,32,49,"Pipefish",55,1,"","Andrew, Victoria, DB, BR, CB, AS",15,48,578,100,2014-07-21 10:01:26
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silversides",97,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,854,130,2014-07-21 14:28:24
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silver Perch",20,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,850,129,2014-07-21 14:27:49
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silver Perch",18,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,851,129,2014-07-21 14:27:53
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silver Perch",23,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,852,129,2014-07-21 14:27:54
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silver Perch",21,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,853,129,2014-07-21 14:28:01
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Spot",71,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,857,131,2014-07-21 14:28:50
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silversides",102,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,856,130,2014-07-21 14:28:31
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silversides",56,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,855,130,2014-07-21 14:28:28
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Silver Perch",26,1,"","Victoria, andrew, AS, DB, CB, BR",19,59,834,129,2014-07-21 14:27:03
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Pinfish",217,1,"","Victoria, Andrew, CB, DB, BR, AS",18,58,810,128,2014-07-21 13:59:01
2012-06-19,"HI_72","13:08",9.33,24.2,31.8,48.63,"Pinfish",72,1,"","Victoria, Andrew, CB, DB, BR, AS",18,58,801,128,2014-07-21 13:54:24
